symbol,name
NETC,Netcompany Group A/S
NETD,Nabors Energy Transition Corp.
NETDU,Nabors Energy Transition Corp.
NETDW,Nabors Energy Transition Corp. II - Warrant
NETE,Net Element Inc
NETEL,Netel Holding AB
NETLF,NetLink NBN Trust
NETLINK,Netlink Solutions (India) Ltd.
NETO,NetObjects Inc.
NETTF,NetEase Inc.
NETTLINX,Nettlinx Ltd.
NETUM,Netum Group Oyj
NETV,Mdtv Media Technologies Tbk
NETWEB,Netweb Technologies India Ltd.
NETWEB,Netweb Technologies India Ltd.
NETWF,Network Media Group Inc.
NETZ,Carbon Streaming Corporation
NEU,Neuca S.A.
NEU,NewMarket Corporation
NEU,Neuren Pharmaceuticals Limited
NEU,Neuren Pharmaceuticals Ltd.
NEUE,NeueHealth Inc.
NEULANDLAB,Neuland Laboratories Ltd.
NEULANDLAB,Neuland Laboratories Ltd.
NEUN,Neurogenesis Inc.
NEUP,Neuphoria Therapeutics Inc.
NEUP,Neuca SA
NEV,New Venturetec AG
NEV,Nevada Sunrise Metals Corp.
NEVI,Nevis Brands Inc.
NEVIF,Nevis Brands Inc.
NEVPF,Abliva AB
NEW,Wattana Karnpaet Public Company Limited
NEW,Netcall Plc
NEW,Netcall Plc
NEW,Netcall Plc
NEWBRY,Newbury Pharmaceuticals AB 
NEWCAP,Newcap Holding A/S
NEWD,Newfoundland Discovery Corp.
NEWDD,NEWFOUNDLAND DISCOVERY CORP.
NEWDF,Newfoundland Discovery Corp.
NEWEN,New England Power Co. 6% Perpetual Preferred Stock
NEWEUR,NewWave European ETF
NEWG,Newgen Biopharma Corp
NEWGBP,NewWave Pound Sterling ETN
NEWGEN,Newgen Software Technologies Ltd.
NEWGEN,Newgen Software Technologies Ltd.
NEWH,Newhydrogen Inc.
NEWINFRA,Newtime Infrastructure Ltd.
NEWLIGHT,New Light Apparels Ltd.
NEWM,Newmont Corporation
NEWP,New Pacific Metals Corp.
NEWPLT,NewWave Platinum ETN
NEWS,New World Solutions Inc.
NEWS,News Network Corp Public Company Limited
NEWSLV,NewWave Silver ETN
NEWT,"NewtekOne, Inc."
NEWT,NewtekOne Inc.
NEWTG,NewtekOne Inc. 8.5% Preferred Stock
NEWTH,NewtekOne Inc. 8.625% Preferred Stock
NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028"
NEWTZ,NewtekOne Inc. Preferred Stock 5.5% 02/01/26
NEWU,Newtopia Inc.
NEWUF,Newtopia Inc.
NEWUSD,Newwave US Dollar ETN
NEWZ,Stokes Ally AI-Driven US All Cap ETF
NEX,Nexans S.A.
NEX,Reclaims Global Ltd.
NEX,Nex Point Parts Public Company Limited
NEX,Nexans S.A.
NEXA,Nexa Resources S.A.
NEXAM,Nexam Chemical Holding AB
NEXCF,Nextech3D.ai Corp.
NEXCOM,Nexcom A/S
NEXD,NEXT DYNAMICS INC
NEXE,Nexe Innovations Inc.
NEXG,Nexgold Mining Corp
NEXHY,NIPPON EXPRESS HLDGS INC
NEXI,NexImmune Inc.
NEXI,Nexi S.p.A.
NEXI,Nexi S.p.A.
NEXN,Nexxen International Ltd.
NEXN,Nexxen International Ltd.
NEXNF,Nexe Innovations Inc.
NEXNY,Nexans S.A. Unsponsored ADR
NEXOF,"Nexon Co., Ltd."
NEXOY,Nexon Co. Ltd Unsponsored ADR
NEXPF,Nexi S.p.A.
NEXS,Nexus Infrastructure Plc
NEXT,Next Biometrics Group A.S.
NEXT,Next Capital Ltd.
NEXT,NextDecade Corporation
NEXT,NextSource Materials Inc.
NEXTA,Nextensa NV
NEXTMEDIA,Next Mediaworks Ltd.
NEXTMEDIA,Next Mediaworks Ltd.
NEXTO,NEXT Biometrics Group ASA
NEXU,Nexus Uranium Corp
NEXUSSURGL,Nexus Surgical and Medicare Inc.
NEXXUS,Nexxus Petro Industries Ltd.
NEXXY,Nexi S.p.A.
NF,Nuclear Fuels Inc.
NFA,Nathan's Famous Inc.
NFA,Nathan's Famous Inc.
NFAZ,Nefaz PJSC
NFBK,Northfield Bancorp Inc.
NFC,Netflix Inc.
NFC,Next 15 Group plc
NFC,Netflix Inc.
NFC,Netflix Inc.
NFC,Netflix Inc
NFC,Netflix Inc.
NFC,Netflix Inc.
NFC,Netflix Inc.
NFC,NFC Public Company Limited
NFCX,NFC Indonesia Tbk
NFE,New Fortress Energy Inc.
NFEB,Innovate Growth-100 Portfolio Buys ETF - F
NFEI,New Frontier Energy Inc
NFETNC,Compounded ETN on Netflix
NFETNQ,FRB Quanto ETN on Netflix
NFG,National Fuel Gas Company
NFG,Next 15 Group plc
NFG,National Fuel Gas Company
NFG,National Fuel Gas Company
NFG,National Fuel Gas Company
NFG,New Found Gold Corp.
NFG,National Fuel Gas Company
NFGAB,Nordic Flanges Group AB
NFGC,New Found Gold Corp.
NFGRF,BeijingWest Industries International Limited
NFI,NFI Group Inc.
NFL,National Fertilizers Ltd.
NFL,Norfolk Metals Ltd.
NFL,National Fertilizers Ltd.
NFL,NORFOLK FPO
NFLD,Exploits Discovery Corp.
NFLDF,Exploits Discovery Corp.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLX,Netflix Inc.
NFLXCL,Netflix Inc.
NFLXD,NETFLIX INC
NFM,NEWFRONT FPO [NFM]
NFM,New Frontier Minerals Limited
NFM,New Frontier Minerals Limited
NFN,Nfon AG
NFN,Nfon AG
NFN,NFON AG
NFN,Nfon AG
NFN,Nfon AG
NFN,Nfon AG
NFNG,Nufarm Finance 
NFO,NFO Drives AB
NFPC,Northfield Precision Instrument Corp.
NFPDF,"Nissin Foods Holdings Co., Ltd."
NFPH,Thanachart Capital Public Company Limited
NFPH,Thanachart Capital Public Company Limited
NFPH,Thanachart Capital Public Company Limited
NFPH,Thanachart Capital Public Company Limited
NFR,Nisshin Seifun Group Inc.
NFR,Nisshin Seifun Group Inc.
NFR,Nisshin Seifun Group Inc.
NFS,Norfolk Southern Corporation
NFS,Norfolk Southern Corporation
NFS,Norfolk Southern Corporation
NFS,Norfolk Southern Corporation
NFS,Norfolk Southern Corporation
NFS,Norfolk Southern Corporation
NFSCF,ENPHYS ACQUISITION CORP
NFSE,nFinanSe Inc.
NFSUF,ENPHYS ACQUISITION CORP UNIT 1 CL A & 1/2 WT EXP
NFTA,Naphtha Israel Petroleum Corp.
NFTFF,Nft Technologies Inc.
NFTI,Nofire Technologies Inc.
NFTM,NFT Marketplace Inc.
NFTN,Nfinity Inc.
NFU,"Nisshin Group Holdings Co., Ltd."
NFUNF,Nuclear Fuels Inc.
NFX,Nuformix Plc
NFYEF,NFI Group Inc.
NG,Northgold AB
NG,Novagold Resources Inc.
NG,Novagold Resources Inc.
NG,National Grid plc
NG,Novagold Resources Inc.
NGASP,WT Natural Gas Mutual Fund
NGB,SmartShares S&P/NZX NZ Government Bond ETF
NGC,Northern Graphite Corporation
NGCG,New Generation Consumer Group Inc.
NGCRF,Nagacorp Ltd.
NGCRY,Nagacorp Ltd Unsponsored American Depositary Receipt
NGD,New Gold Inc.
NGD,New Gold Inc.
NGE,NGE Capital Limited
NGELF,NGE Capital Ltd.
NGEN,Nervgen Pharma Corp.
NGENF,NervGen Pharma Corp.
NGENIC,Ngenic AB
NGEX,NGEx Minerals Ltd.
NGEY,New Global Energy Inc.
NGG,National Grid plc
NGG,National Grid plc Sponsored ADR
NGGP,No Gravity Games SA
NGGTF,National Grid plc
NGHI,New Green Hemp Inc.
NGI,Ngk Insulators Ltd.
NGI,Navigator Global Investments Limited
NGI,Ngk Insulators Ltd.
NGI,Navigator Global Investments Ltd.
NGI,Ngk Insulators Ltd.
NGI,Ngk Insulators Ltd.
NGI,Ngk Insulators Ltd.
NGI,Ngk Insulators Ltd.
NGIL,Nakoda Group of Industries Ltd.
NGIL,National General Industries
NGILPP,Nakoda Group of Industries Ltd.
NGIN,National General Insurance Co PSC
NGIND,N.G. Industries Ltd.
NGJ,Netgear Inc.
NGJ,Netgear Inc.
NGJ,Netgear Inc.
NGJ,Netgear Inc.
NGJ,Netgear Inc.
NGK,"Niterra Co., Ltd."
NGK,"Niterra Co., Ltd."
NGK,"Niterra Co., Ltd."
NGK,"Niterra Co., Ltd."
NGK,"Niterra Co., Ltd."
NGK,"Niterra Co., Ltd."
NGKIF,NGK Insulators Ltd.
NGKSF,"Niterra Co., Ltd."
NGKSY,"Niterra Co., Ltd. Unsponsored ADR"
NGL,NGL Energy Partners L.P.
NGLB,Anglo American plc
NGLB,Anglo American plc
NGLB,Anglo American plc
NGLB,Anglo American plc
NGLB,Anglo American plc
NGLB,"ANGLO AMERICAN DL-,54945"
NGLB,Anglo American plc
NGLD,Anglo American plc Sponsored ADR
NGLD,Anglo American plc Sponsored ADR
NGLD,Anglo American plc Sponsored ADR
NGLD,Anglo American plc Sponsored ADR
NGLD,Nevada Canyon Gold Corp.
NGLD,Anglo American plc Sponsored ADR
NGLFINE,NGL Fine-Chem Ltd.
NGLFINE,NGL Fine-Chem Ltd.
NGLOY,Anglo American plc Sponsored ADR
NGLS,Natural Gas Fund
NGMC,Next Generation Management Corporation
NGMD,NuGen Medical Devices Inc.
NGMDF,Nugen Medical Devices Inc.
NGNE,Neurogene Inc.
NGO,Newlox Gold Ventures Corp.
NGO,Newlox Gold Ventures Corp.
NGP,Netgem S.A.
NGP,Netgem S.A.
NGP,Netgem S.A.
NGP,Netgem S.A.
NGP,Netgem S.A.
NGPHF,Northern Graphite Corp.
NGPLD,NewPalladium ETF
NGPLT,Newplat ETF
NGR,Novagold Resources Inc.
NGR,Novagold Resources Inc.
NGR,Novagold Resources Inc.
NGR,Novagold Resources Inc.
NGR,Novagold Resources Inc.
NGRB,Nextgen Food Robotics Corp
NGRBF,Nextgen Food Robotics Corp
NGRC,National Graphite Corporation
NGRRF,Nagarro SE
NGS,NGS Group AB
NGS,"Natural Gas Services Group, Inc."
NGS,Nutritional Growth Solutions Ltd.
NGS,"Natural Gas Services Group, Inc."
NGS,Nutritional Growth Solutions Ltd.
NGSCF,"Nagase & Co., Ltd."
NGT,Newmont Corporation
NGTE,Legal & General Investment Management America ARK Next Gen Internet Trust
NGTF,Nightfood Holdings Inc.
NGU,Mundoro Capital Inc.
NGU,Mundoro Capital Inc.
NGVC,"Natural Grocers by Vitamin Cottage, Inc."
NGVT,Ingevity Corporation
NGVT,Ingevity Corporation
NGX,Ngx Ltd.
NGX,NGXLIMITED FPO
NGXL,WisdomTree Natural Gas 3X Daily Leveraged
NGXS,WT Natural Gas 3X Daily Short
NGXXF,Ngex Minerals Ltd.
NGY,NuEnergy Gas Ltd.
NGY,NuEnergy Gas Limited
NGY,Nexera Energy Inc.
NH,Narayana Hrudayalaya Ltd.
NH,"NantHealth, Inc."
NH,Narayana Hrudayalaya Ltd.
NHAWD,NORTH ARROW MINERALS INC
NHAWF,North Arrow Minerals Inc.
NHBAF,"Nichiban Co., Ltd."
NHC,New Hope Corporation Limited
NHC,National Healthcare Corporation
NHC,New Hope Corporation Ltd.
NHCBHFFS,Baltic Horizon Fund
NHCBHFFSDB,Baltic Horizon Fund
NHCBHFFT,Baltic Horizon Fund
NHCFOODS,NHC Foods Ltd.
NHD,Jubilee Industries Holdings Ltd.
NHE,NOBLHELIUM FPO
NHE,Noble Helium Ltd
NHEL,Natural Health Farm Holdings Inc.
NHF,nib holdings limited
NHF,Nib Holdings Ltd.
NHFOF,NH Foods Ltd.
NHH,Minor Hotels Europe & Americas
NHHEF,"Minor Hotels Europe & Americas, Ltd."
NHHH,FuelPositive Corp
NHHHF,FuelPositive Corp.
NHHS,NORTHSTAR HEALTHCARE INCOME INC
NHI,"National Health Investors, Inc."
NHICU,NewHold Investment Corp III
NHIQ,Nanthealth Inc
NHK,"NHK Spring Co., Ltd."
NHK,"NHK Spring Co., Ltd."
NHK,"NHK Spring Co., Ltd."
NHKGF,"NHK Spring Co., Ltd."
NHL,Naturewings Holidays Ltd
NHLG,National Healthcare Logistics Inc.
NHLPF,Nahl Group Plc
NHM,Marchex Inc.
NHM,Marchex Inc.
NHMAF,Nihon M&A Center Holdings Inc.
NHMD,Nate's Food Co.
NHNKY,Nihon Kohden Corp. ADR
NHOLF,Sompo Holdings Inc.
NHOXF,Nederman Holding AB
NHPAP,National HealthCare Properties Inc. 7.375% Perpetual Preferred Stock
NHPBP,National Healthcare Properties Inc. Preferred Stock 7.125% Callable Perpetual
NHPC,NHPC Ltd.
NHPC,NHPC Ltd.
NHPCF,"Nihon Parkerizing Co., Ltd."
NHPEF,New Hope Corporation Ltd.
NHS,Northwest Bancshares Inc.
NHS,Northwest Bancshares Inc.
NHTC,Natural Health Trends Corp.
NHVP,Northeast Development Corp I
NHY,Lucapa Diamond Company Limited
NHY,Norsk Hydro ASA
NHY,Lucapa Diamond Company Limited
NHY,Norsk Hydro ASA
NHYDY,Norsk Hydro ASA Sponsored ADR
NHYF,"Natural Harmony Foods, Inc."
NHYKF,Norsk Hydro ASA
NHYO,Norsk Hydro
NI,NiSource Inc.
NIABY,NIBE Industrier AB Sponsored ADR
NIACL,The New India Assurance Co. Ltd.
NIACL,The New India Assurance Co. Ltd.
NIB,Nidec Corporation
NIB,Nidec Corporation
NIB,Nidec Corporation
NIB,Nidec Corporation
NIB,Nidec Corporation
NIB,Nidec Corporation
NIB,Nidec Corporation
NIBAS,Nigbas Nigde Beton Sanayi Ve Ticaret A.S.
NIBE,Nibe Ltd.
NIBE,Nibe Ltd.
NIBEB,Nibe Industrier AB
NIBEORD,Nibe Ordnance and Maritime Ltd.
NIBL,Nrb Industrial Bearings Ltd.
NIBL,Nrb Industrial Bearings Ltd.
NIBM,National Industries Company
NIBSA,Nibsa S.A.
NIC,Nickel Industries Limited
NIC,Delota Corporation
NIC,Nicolet Bankshares Inc.
NIC,Nickel Industries Ltd.
NICA,Nanologica AB
NICBS,NicOx S.A.
NICCOPAR,Nicco Parks & Resorts Ltd.
NICE,Nice Ltd.
NICE,Nice Ltd. - Sponsored ADR
NICE,Adhi Kartiko Pratama PT
NICFF,Nichias Corporation
NICH,Nitches Inc.
NICK,Charnic Capital Tbk.
NICK,Nickelex Resource Corp
NICK,Old Market Capital Corp.
NICL,Nichols plc
NICL,Pam Mineral Tbk
NICLF,Class 1 Nickel and Technologies Limited
NICMF,Nickel Industries Ltd.
NICN,Nican Ltd.
NICO,Class 1 Nickel and Technologies Ltd.
NICO,Nicoccino Holding AB
NICOF,Nico Resources Ltd.
NICU,Magna Mining Inc.
NICXF,Nicox S.A.
NIDB,Northeast Indiana Bancorp Inc.
NIDHGRN,Nidhi Granites Ltd.
NIDHOG,Nidhogg Resources Holding AB
NIEHSPD,Nippon India Mutual Fund
NIEHSPE,Nippon India Mutual Fund
NIEHSPG,Nippon India Mutual Fund
NIEHSPH,Nippon India Mutual Fund
NIEHSPI,Nippon India Mutual Fund
NIEHSPJ,Nippon India Mutual Fund
NIEHSPL,Nippon India Mutual Fund
NIESSPA,Nippon India Mutual Fund
NIESSPC,Nippon India Mutual Fund
NIESSPE,Nippon India Mutual Fund
NIESSPJ,Nippon India Mutual Fund
NIESSPK,Nippon India Mutual Fund
NIESSPL,Nippon India Mutual Fund
NIESSPM,Nippon India Mutual Fund
NIFCF,Nifco Inc.
NIFCY,Nifco Inc. Unsponsored ADR
NIFITETF,UTI Mutual Fund - UTI Nifty IT ETF
NIFITETF,UTI Mutual Fund
NIFTYBETF,Bajaj Finserv Nifty 50 ETF
NIFTYBETF,Bajaj Finserv Nifty 50 ETF
NIFTYETF,Mirae Asset Nifty 50 ETF
NIFTYETF,Mirae Asset Nifty 50 ETF
NIFTYIETF,ICICI Prudential Nifty 50 Exchange Traded Fund
NIFTYIETF,ICICI Prudential Nifty 50 Exchange Traded Fund
NIFTYQLITY,ABSL Nifty 200 Quality 30 Fund
NIFTYQLITY,ABSL Nifty 200 Quality 30 Fund
NIH,National International Co.
NIHARINF,Nihar Info Global Ltd.
NIHK,Video River Networks Inc.
NIHK,National International Co. Holding
NIHL,New Infinity Holdings Ltd.
NIIN,Niiio Finance Group AG
NIIN,Niiio Finance Group AG
NIIN,Niiio Finance Group AG
NIIN,Nimir Industrial Chemical Ltd
NIIN,Niiio finance group AG
NIITLTD,NIIT Limited
NIITLTD,NIIT Limited
NIITMTS,Niit Learning Systems Ltd.
NIITMTS,Niit Learning Systems Ltd.
NIJ,Nelnet Inc.
NIJPF,"Nippon Paper Industries Co., Ltd."
NIKA,Nika BioTechnology Inc.
NIKE,Nike Inc.
NIKHILAD,Nikhil Adhesives Ltd.
NIKKIGL,Nikki Global Finance Ltd.
NIKL,Pelat Timah Nusantara Tbk.
NIKL,Nickel Asia Corp.
NILA,Nilam Resources Inc.
NILACHAL,Nilachal Refractories Ltd.
NILAINFRA,Nila Infrastructure Ltd.
NILAINFRA,Nila Infrastructure Ltd.
NILASPACES,Nila Spaces Ltd.
NILASPACES,Nila Spaces Limited
NILE,Nile Ltd.
NILI,Surge Battery Metals Inc.
NILIF,Surge Battery Metals Inc.
NILKAMAL,Nilkamal Ltd.
NILKAMAL,Nilkamal Ltd.
NILS,Nilsson Special Vehicles AB
NILTF,NICAN LTD
NIM,Nicola Mining Inc.
NIM,Nimy Resources Ltd.
NIM,Nimy Resources Limited
NIMBSPROJ,Nimbus Projects Ltd.
NIMI,Nimir Resins Ltd
NIMU,Non-Invasive Monitoring Systems Inc.
NIND,National Industries Group Holding
NIND,National Industries Group Holding
NINE,Nine Energy Service Inc.
NINE,Techno9 Indonesia Tbk PT
NINE,Nine Mile Metals Ltd.
NINOF,Nikon Corporation
NINOY,Nikon Corporation Sponsored ADR
NINSYS,Nintec Systems Ltd.
NINSYS,Nintec Systems Ltd.
NINTF,NINETY ONE PLC
NINV,National Investments Co.
NIO,Nordic Iron Ore AB
NIO,Nordic Iron Ore AB
NIO,Nio Inc.
NIO,Nio Inc.
NIO,Nordic Iron Ore AB
NIO,Nio Inc.
NIO,Nordic Iron Ore AB
NIO,Nordic Iron Ore AB
NIO,Nio Strategic Metals Inc.
NIOBW,NioCorp Developments Ltd. - Warrant
NIOCF,Nio Strategic Metals Inc.
NIOD,NIO INC
NIOIF,Nio Inc.
NION,NIO Inc.
NIOVF,Plato Gold Corp.
NIOX,NIOX Group Plc
NIP,Nippon Sharyo Ltd.
NIPG,Nip Group Inc.
NIPKF,Nippon Konpo Unyu Soko Co. Ltd.
NIPMY,NH Foods Ltd.
NIPNF,NEC Corp.
NIPOF,Japan Hotel REIT Investment Corporation
NIPPOBATRY,Indo-National Ltd.
NIPPOBATRY,Indo-National Ltd.
NIQ,Abrdn New India Investment Trust PLC
NIR,Near Intelligence Inc
NIRAJ,Niraj Cement Structurals Ltd
NIRAJ,Niraj Cement Structurals Ltd.
NIRAJISPAT,Niraj Ispat Industries Ltd.
NIRAVCOM,Nirav Commercials Limited
NIRLON,Nirlon Ltd.
NIRMITEE,Nirmitee Robotics India Ltd.
NIRO,City Retail Developments Tbk
NIROF,SportsHero Ltd
NIRV,Nirvana Life Sciences Inc.
NIRWW,"Near Intelligence, Inc. - Warrant"
NIS,Antares Metals Ltd.
NIS,NICKELSRCH FPO
NISA,"Nissan Motor Co., Ltd."
NISA,"Nissan Motor Co., Ltd."
NISA,"Nissan Motor Co., Ltd."
NISA,"Nissan Motor Co., Ltd."
NISA,"Nissan Motor Co., Ltd."
NISA,Nissan Medical Industries Ltd.
NISA,"Nissan Motor Co., Ltd."
NISA,"Nissan Motor Co., Ltd."
NISB,Nidaros Sparebank
NISE,"Nissan Motor Co., Ltd. Sponsored ADR"
NISE,"Nissan Motor Co., Ltd. Sponsored ADR"
NISE,"Nissan Motor Co., Ltd. Sponsored ADR"
NISH,Nishat Power Ltd
NISLF,Antares Metals Ltd.
NISM,Nishat Mills Ltd
NISN,"Nisun International Enterprise Development Group Co., Ltd."
NISP,Bank OCBC NISP Tbk.
NISTF,Nippon Steel Corporation
NISUS,Nisus Finance Services Co. Ltd.
NISUY,Nippon Suisan Kaisha Ltd. ADR
NITCO,Nitco Ltd.
NITCO,Nitco Ltd.
NITINCAST,Nitin Castings Ltd.
NITINFIRE,Nitin Fire Protection Industries Limited
NITINSPIN,Nitin Spinners Ltd.
NITINSPIN,Nitin Spinners Ltd.
NITIRAJ,Nitiraj Engineers Ltd.
NITO,N2Off Inc.
NITRATOS,Nitratos de Chile S.A.
NITRO,Nitro Games Oyj
NITT,Nippon Telegraph & Telephone Corporation
NITTAGELA,Nitta Gelatin India Ltd.
NIU,Niu Technologies
NIU,Biprogy Inc.
NIUWF,NSI N.V.
NIVABUPA,Niva Bupa Health Insurance Company Ltd.
NIVABUPA,Niva Bupa Health Insurance Company Ltd.
NIVAKA,Nivaka Fashions Ltd.
NIVF,Newgenivf Group Ltd.
NIVFW,NewGenIVF Group Ltd.
NIW,"Zhejiang Ruiyuan Intelligent Control Technology Co., Ltd."
NIX,NorthX Nickel Corp.
NIXT,Rational Deletions ETF
NIXX,Nixxy Inc.
NIXXW,"Recruiter.com Group, Inc."
NIYOGIN,Niyogin Fintech Ltd.
NJAN,Minaean SP Construction Corp.
NJAN,Minaean SP Construction Corp.
NJAN,Minaean SP Construction Corp.
NJB,Nibe Industrier AB
NJB,Nibe Industrier AB
NJB,Nibe Industrier AB
NJB,Nibe Industrier AB
NJB,Nibe Industrier AB
NJDCY,Nidec Corporation
NJK,Goodman Property Trust
NJMLF,Nojima Corporation
NJMVF,Nichols plc
NJN,Nick Scali Ltd.
NJOB,NetJobs Group AB
NJPA,Lesaka Technologies Inc.
NJPA,Lesaka Technologies Inc.
NJPA,Lesaka Technologies Inc.
NJPA,Lesaka Technologies Inc.
NJPA,Lesaka Technologies Inc.
NJR,New Jersey Resources Corporation
NJT,Regenetp Inc.
NJX,Nuinsco Resources Ltd.
NK,Imerys S.A.
NKC,Canfor Corporation
NKC,Canfor Corporation
NKC,Canfor Corporation
NKC,Canfor Corporation
NKC,Canfor Corporation
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,"Nike, Inc."
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,Nike Inc.
NKE,"Nike, Inc."
NKE,Nike Inc.
NKEB,"Nike, Inc."
NKECL,Nike Inc.
NKED,"Nike, Inc."
NKG,Nevada King Gold Corp
NKGFF,Nevada King Gold Corp
NKGN,Nkgen Biotech Inc.
NKGNW,"NKGen Biotech, Inc. - Warrants"
NKHP,Novorossiysk Grain Plant PJSC
NKI,Navakij Insurance Public Company Limited
NKIND,Nk Industries Ltd.
NKIND,Nk Industries Ltd.
NKL,Nickel 28 Capital Corp.
NKLA,Nikola Corporation
NKLA,Nikola Corporation
NKLAQ,NIKOLA CORPORATION
NKLXF,NickelEx Resource Corp.
NKN,Nikon Corporation
NKN,Nikon Corporation
NKN,Nikon Corporation
NKN,Nikon Corporation
NKN,Nikon Corporation
NKN,Nikon Corporation
NKNC,Nizhnekamskneftekhim PJSC
NKNSF,NAKANISHI INC TOCHIGI
NKO,"Nikkiso Co., Ltd."
NKOKF,"Noritsu Koki Co., Ltd."
NKOSF,Labrador Gold Corp.
NKR,Nekkar ASA
NKRKF,Nokian Renkaat Oyj
NKRKY,Nokian Tyres Plc.
NKRO,Nekkar ASA
NKRSF,Niko Resources Ltd.
NKSH,Nizhnekamskshina PJSC
NKSH,National Bankshares Inc.
NKT,NKT A/S
NKT,NKT A/S
NKT,NKT A/S
NKT,NKT A/S
NKT,NKT A/S
NKT,NKT A/S
NKT,Nakornthon Hospital Public Company Limited
NKTR,Nektar Therapeutics
NKTR,Nektar Therapeutics
NKTX,Nkarta Inc.
NKWFF,Oceanic Wind Energy Inc.
NKX,Bank CIMB Niaga Tbk.
NKX,Bank CIMB Niaga Tbk.
NKX,Bank CIMB Niaga Tbk.
NKX,Bank CIMB Niaga Tbk.
NL,Northern Lion Gold Corp.
NL,NL Industries Inc.
NL,Nl Development Public Company Limited
NLB,Nova Ljubljanska Banka d.d.
NLC,5E Resources Ltd.
NLCINDIA,NLC India Ltd.
NLCINDIA,NLC India Ltd.
NLCP,NewLake Capital Partners Inc.
NLCS,Alijarah Holding Company Q.P.S.C.
NLFL,Nalin Lease Finance Ltd.
NLFSK,Nilfisk Holding A/S
NLGCF,Northern Lion Gold Corp.
NLH,Nova Leap Health Corp
NLIBF,NOA LITHIUM BRINES INC
NLLGF,Nilörngruppen AB
NLLRF,Pillar Corporation
NLLSF,Nel ASA
NLLSY,Nel ASA
NLM,Frosta AG
NLM,Frosta AG
NLM,Frosta AG
NLM,Frosta AG
NLM,Frosta AG
NLMK,Novolipetsk Steel PJSC
NLMP,"National Lampoon, Inc."
NLOK,NortonLifeLock Inc.
NLOP,Net Lease Office Properties.
NLPXF,Noble Mineral Exploration Inc.
NLR,Northern Lights Resources Corp.
NLRCF,Northern Lights Resources Corp.
NLSC,Nam Liong Skycosmos Inc.
NLSP,NLS Pharmaceutics Ltd
NLSPW,NLS Pharmaceutics Ltd.
NLST,Netlist Inc.
NLTBF,Nolato AB
NLUD,M&W Investment: M&W Privat Fund
NLV,Nippon Telegraph and Telephone Corporation ADR
NLV,New Leaf Ventures Inc.
NLV,Nippon Telegraph and Telephone Corporation ADR
NLVVF,New Leaf Ventures Inc.
NLY,"Annaly Capital Management, Inc."
NMAKF,Nemak S.A.B. de C.V.
NMAN,Nederman Holding AB
NMAR,Innovator Growth-100 Power Buffer ETF March
NMB,Newmark Group Inc.
NMBF,NMB Financial Corp.
NMC,Nuveau Minerals Inc.
NMDC,Nmdc Limited
NMDC,Nmdc Limited
NMDC,Nmdc Group P.J.S.C.
NME,Nex Metals Explorations Limited
NME,Nex Metals Exploration Ltd.
NMEHF,"Nomura Real Estate Holdings, Inc."
NMEX,Northern Minerals & Exploration Ltd.
NMFC,New Mountain Finance Corporation
NMFCZ,New Mountain Finance Corporation Preferred Stock 8.25%
NMFL,Nirala MSR Foods Ltd.
NMG,New Murchison Gold Ltd
NMG,Nouveau Monde Graphite Inc.
NMG,New Murchison Gold Limited
NMGC,Neomagic Corp.
NMGX,Nano Magic Inc.
NMHI,Nature's Miracle Holding Inc.
NMHIW,Nature's Miracle Holdings Inc. Warrant
NMI,Aladdin Healthcare Technologies SE
NMI,Namibia Critical Metals Inc.
NMIH,NMI Holdings Inc.
NMKBP,Niagara Mohawk Power 3.6% Perpetual Preferred Stock
NMKCP,Niagara Mohawk Power 3.9% Perpetual Preferred Stock
NML,Navarre Minerals Limited
NML,Aureka Ltd.
NMLSD,Restart Life Sciences Corp.
NMLSF,Restart Life Sciences Corp.
NMM,Newmont Corporation
NMM,Newmont Corporation
NMM,Navios Maritime Partners L.P.
NMM,Newmont Corporation
NMM,Newmont Corporation
NMM,Newmont Corporation
NMM,NEWMONT CORPORATION
NMM,Newmont Corporation
NMMCF,NMC Health plc
NMMRF,"Nomura Real Estate Master Fund, Inc."
NMN,McMillan Shakespeare Ltd
NMN,McMillan Shakespeare Ltd
NMN,McMillan Shakespeare Ltd
NMNZF,Nortec Minerals Corp.
NMPGY,Navios Maritime Holdings Preferred Stock 8.75% Perpetual
NMPRY,Navios Maritime Holdings Inc. Preferred
NMPWP,Niagara Mohawk Power Corp.
NMR,Nomura Holdings Inc. Sponsored ADR
NMR,Nova Ltd.
NMR,Nova Ltd.
NMR,Nova Ltd.
NMR,NATIVE MIN FPO
NMR,Nova Ltd.
NMR,Nomura Holdings Inc.
NMR,Native Mineral Resources Holdings Ltd.
NMRA,Neumora Therapeutics Inc.
NMREF,Namibia Critical Metals Inc.
NMRK,Newmark Group Inc.
